customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_4658-HCOHW,Female,31.0,21.0,102.8,Electronic check,Yes,Telecom
TEL_2211-RMNHO,Female,55.0,68.0,85.3,Bank transfer (automatic),No,Telecom
TEL_2432-TFSMK,Male,26.0,18.0,89.6,Credit card (automatic),No,Telecom
TEL_3440-JPSCL,Female,33.0,6.0,99.95,Mailed check,Yes,Telecom
TEL_4929-ROART,Male,65.0,18.0,56.25,Mailed check,No,Telecom
TEL_1834-ABKHQ,Female,29.0,52.0,50.95,Bank transfer (automatic),No,Telecom
TEL_1741-WTPON,Male,59.0,56.0,115.85,Mailed check,No,Telecom
TEL_3932-IJWDZ,Male,69.0,45.0,103.65,Bank transfer (automatic),No,Telecom
TEL_1240-HCBOH,Female,65.0,67.0,26.1,Mailed check,No,Telecom
TEL_3594-KADLU,Male,57.0,3.0,35.1,Mailed check,No,Telecom
TEL_8065-BVEPF,Male,59.0,65.0,99.1,Bank transfer (automatic),No,Telecom
TEL_3796-ENZGF,Male,58.0,63.0,67.25,Mailed check,No,Telecom
TEL_1734-ZMNTZ,Female,69.0,11.0,25.0,Mailed check,No,Telecom
TEL_2853-CWQFQ,Male,41.0,1.0,59.55,Mailed check,No,Telecom
TEL_0813-TAXXS,Male,42.0,55.0,77.8,Bank transfer (automatic),No,Telecom
TEL_2519-TWKFS,Male,50.0,25.0,55.1,Mailed check,No,Telecom
TEL_2889-FPWRM,Male,45.0,72.0,117.8,Bank transfer (automatic),Yes,Telecom
TEL_0626-QXNGV,Female,33.0,72.0,24.15,Credit card (automatic),No,Telecom
TEL_6723-CEGQI,Female,47.0,65.0,45.25,Mailed check,No,Telecom
TEL_6987-XQSJT,Female,29.0,54.0,79.5,Electronic check,Yes,Telecom
TEL_4732-RRJZC,Male,51.0,7.0,20.25,Mailed check,No,Telecom
TEL_9499-XPZXM,Female,48.0,72.0,64.75,Bank transfer (automatic),No,Telecom
TEL_4338-EYCER,Male,37.0,21.0,54.6,Bank transfer (automatic),No,Telecom
TEL_3007-FDPEA,Female,31.0,2.0,20.7,Bank transfer (automatic),No,Telecom
TEL_6350-XFYGW,Male,22.0,4.0,94.75,Electronic check,No,Telecom
TEL_4290-BSXUX,Male,22.0,3.0,79.65,Bank transfer (automatic),Yes,Telecom
TEL_8513-OLYGY,Male,60.0,72.0,115.8,Credit card (automatic),No,Telecom
TEL_0311-QYWSS,Female,55.0,6.0,49.45,Electronic check,No,Telecom
TEL_8705-DWKTI,Male,61.0,52.0,83.8,Credit card (automatic),No,Telecom
TEL_8755-IWJHN,Male,52.0,69.0,95.35,Bank transfer (automatic),No,Telecom
TEL_0325-XBFAC,Male,40.0,8.0,94.7,Electronic check,Yes,Telecom
TEL_4480-QQRHC,Female,69.0,8.0,74.05,Bank transfer (automatic),No,Telecom
TEL_0929-PECLO,Female,57.0,63.0,89.6,Bank transfer (automatic),No,Telecom
TEL_3680-CTHUH,Male,46.0,60.0,116.6,Credit card (automatic),No,Telecom
TEL_1202-KKGFU,Female,64.0,12.0,54.2,Bank transfer (automatic),No,Telecom
TEL_6112-KTHFQ,Female,47.0,13.0,19.3,Mailed check,No,Telecom
TEL_1852-XEMDW,Male,33.0,22.0,65.05,Mailed check,No,Telecom
TEL_2462-XIIJB,Male,60.0,5.0,92.5,Electronic check,Yes,Telecom
TEL_4760-XOHVN,Female,28.0,1.0,19.45,Mailed check,Yes,Telecom
TEL_1820-DJFPH,Female,57.0,72.0,24.05,Bank transfer (automatic),No,Telecom
TEL_9426-SXNHE,Female,33.0,2.0,18.75,Bank transfer (automatic),No,Telecom
TEL_9068-FHQHD,Female,28.0,40.0,20.15,Bank transfer (automatic),No,Telecom
TEL_1269-FOYWN,Male,20.0,44.0,20.0,Bank transfer (automatic),No,Telecom
TEL_9470-YFUYI,Male,68.0,71.0,71.0,Bank transfer (automatic),No,Telecom
TEL_7817-BOQPW,Female,61.0,2.0,75.55,Electronic check,Yes,Telecom
TEL_7402-EYFXX,Male,41.0,26.0,93.6,Electronic check,No,Telecom
TEL_1853-UDXBW,Male,65.0,1.0,70.0,Electronic check,Yes,Telecom
TEL_9895-VFOXH,Female,31.0,1.0,24.4,Mailed check,No,Telecom
TEL_5458-CQJTA,Male,43.0,65.0,74.8,Bank transfer (automatic),Yes,Telecom
TEL_1230-QAJDW,Male,42.0,3.0,65.25,Mailed check,No,Telecom
TEL_5701-ZIKJE,Male,60.0,13.0,50.55,Mailed check,No,Telecom
TEL_5219-YIPTK,Female,33.0,33.0,104.4,Electronic check,Yes,Telecom
TEL_5032-MIYKT,Female,52.0,1.0,70.7,Mailed check,No,Telecom
TEL_7396-VJUZB,Male,50.0,4.0,45.25,Mailed check,No,Telecom
TEL_9717-QEBGU,Male,60.0,2.0,70.3,Electronic check,No,Telecom
TEL_5172-RKOCB,Male,51.0,72.0,108.95,Credit card (automatic),No,Telecom
TEL_6509-TSGWN,Female,43.0,37.0,26.45,Mailed check,No,Telecom
TEL_3540-RZJYU,Female,56.0,15.0,86.2,Electronic check,Yes,Telecom
TEL_3178-CIFOT,Female,52.0,23.0,19.65,Credit card (automatic),No,Telecom
TEL_2091-MJTFX,Female,63.0,30.0,51.2,Credit card (automatic),Yes,Telecom
TEL_4530-NDRKU,Female,22.0,42.0,19.05,Electronic check,No,Telecom
TEL_5985-TBABQ,Female,48.0,32.0,74.75,Mailed check,No,Telecom
TEL_9800-ONTFE,Female,35.0,22.0,75.8,Bank transfer (automatic),No,Telecom
TEL_6743-HHQPF,Male,59.0,42.0,25.1,Credit card (automatic),No,Telecom
TEL_8455-HIRAQ,Female,68.0,8.0,44.45,Mailed check,No,Telecom
TEL_6616-AALSR,Female,34.0,65.0,104.3,Credit card (automatic),No,Telecom
TEL_0883-EIBTI,Female,48.0,2.0,19.5,Mailed check,Yes,Telecom
TEL_9415-ZNBSX,Female,58.0,70.0,89.0,Bank transfer (automatic),No,Telecom
TEL_4018-KJYUY,Male,66.0,22.0,20.15,Credit card (automatic),No,Telecom
TEL_0722-TROQR,Female,65.0,4.0,74.9,Electronic check,Yes,Telecom
TEL_7571-YXDAD,Female,55.0,2.0,74.9,Credit card (automatic),Yes,Telecom
TEL_3884-UEBXB,Female,24.0,67.0,36.15,Bank transfer (automatic),No,Telecom
TEL_8780-RSYYU,Female,52.0,25.0,19.2,Credit card (automatic),No,Telecom
TEL_5537-UXXVS,Female,21.0,20.0,19.25,Bank transfer (automatic),No,Telecom
TEL_1791-PQHBB,Female,27.0,2.0,61.2,Credit card (automatic),No,Telecom
TEL_8701-DGLVH,Male,37.0,51.0,20.45,Mailed check,No,Telecom
TEL_8741-LQOBK,Female,23.0,46.0,35.05,Bank transfer (automatic),No,Telecom
TEL_3393-FMZPV,Female,50.0,25.0,100.25,Electronic check,Yes,Telecom
TEL_8082-GHXOP,Male,44.0,13.0,44.0,Mailed check,No,Telecom
TEL_6402-ZFPPI,Female,35.0,25.0,102.8,Mailed check,Yes,Telecom
TEL_0980-FEXWF,Male,61.0,26.0,50.35,Mailed check,No,Telecom
TEL_7486-KSRVI,Male,43.0,43.0,100.0,Electronic check,Yes,Telecom
TEL_3011-WQKSZ,Male,65.0,19.0,20.0,Electronic check,No,Telecom
TEL_8443-WVPSS,Male,39.0,10.0,99.85,Electronic check,Yes,Telecom
TEL_3006-XIMLN,Female,66.0,2.0,94.2,Bank transfer (automatic),Yes,Telecom
TEL_8218-FFJDS,Female,52.0,72.0,86.4,Bank transfer (automatic),No,Telecom
TEL_1986-PHGZF,Male,25.0,18.0,58.4,Credit card (automatic),No,Telecom
TEL_9965-YOKZB,Male,65.0,9.0,83.85,Electronic check,Yes,Telecom
TEL_0504-HHAPI,Female,41.0,27.0,88.3,Credit card (automatic),Yes,Telecom
TEL_9360-OMDZZ,Male,45.0,24.0,94.1,Electronic check,No,Telecom
TEL_6305-YLBMM,Male,62.0,69.0,104.05,Bank transfer (automatic),Yes,Telecom
TEL_0345-XMMUG,Female,59.0,46.0,108.9,Credit card (automatic),No,Telecom
TEL_8024-XNAFQ,Female,48.0,72.0,107.4,Bank transfer (automatic),No,Telecom
TEL_3647-GMGDH,Male,54.0,22.0,94.7,Credit card (automatic),Yes,Telecom
TEL_2988-GBIVW,Female,58.0,70.0,90.85,Electronic check,No,Telecom
TEL_2832-SCUCO,Female,66.0,2.0,19.9,Electronic check,No,Telecom
TEL_7036-ZZKBD,Male,64.0,31.0,66.4,Credit card (automatic),No,Telecom
TEL_3791-LGQCY,Female,23.0,56.0,100.65,Bank transfer (automatic),Yes,Telecom
TEL_0265-PSUAE,Female,31.0,16.0,100.7,Bank transfer (automatic),No,Telecom
TEL_0463-TXOAK,Male,44.0,52.0,25.6,Credit card (automatic),No,Telecom
TEL_0594-UFTUL,Male,35.0,13.0,19.85,Mailed check,No,Telecom
TEL_9509-MPYOD,Female,54.0,35.0,20.75,Mailed check,No,Telecom
TEL_9128-CPXKI,Female,52.0,59.0,95.8,Electronic check,No,Telecom
TEL_0129-KPTWJ,Male,49.0,72.0,94.65,Electronic check,No,Telecom
TEL_8166-ZZTFS,Female,44.0,66.0,80.55,Bank transfer (automatic),Yes,Telecom
TEL_5855-EIBDE,Female,66.0,49.0,106.65,Credit card (automatic),No,Telecom
TEL_5365-LLFYV,Female,52.0,2.0,45.85,Mailed check,No,Telecom
TEL_5956-YHHRX,Male,47.0,21.0,104.35,Electronic check,No,Telecom
TEL_6008-NAIXK,Male,25.0,54.0,55.45,Electronic check,No,Telecom
TEL_2956-GGUCQ,Male,49.0,24.0,78.85,Electronic check,Yes,Telecom
TEL_1928-BXYIV,Male,22.0,1.0,61.15,Electronic check,No,Telecom
TEL_5760-FXFVO,Male,65.0,6.0,78.95,Electronic check,No,Telecom
TEL_6595-COKXZ,Female,50.0,1.0,44.45,Mailed check,Yes,Telecom
TEL_0961-ZWLVI,Male,47.0,49.0,109.2,Credit card (automatic),No,Telecom
TEL_5181-OABFK,Female,61.0,56.0,61.3,Credit card (automatic),No,Telecom
TEL_4007-NHVHI,Female,42.0,56.0,96.85,Electronic check,No,Telecom
TEL_7816-VGHTO,Female,21.0,6.0,40.55,Mailed check,No,Telecom
TEL_5871-DGTXZ,Male,55.0,32.0,19.8,Mailed check,No,Telecom
TEL_7550-WIQVA,Male,44.0,50.0,108.25,Electronic check,No,Telecom
TEL_7544-ZVIKX,Male,38.0,58.0,105.05,Bank transfer (automatic),No,Telecom
TEL_0016-QLJIS,Female,44.0,65.0,90.45,Mailed check,No,Telecom
TEL_7508-DQAKK,Female,30.0,64.0,86.4,Credit card (automatic),No,Telecom
TEL_5176-OLSKT,Female,35.0,66.0,66.9,Bank transfer (automatic),No,Telecom
TEL_9356-AXGMP,Male,48.0,38.0,110.7,Electronic check,No,Telecom
TEL_3556-BVQGL,Female,49.0,20.0,20.0,Mailed check,No,Telecom
TEL_0362-ZBZWJ,Male,23.0,36.0,84.9,Electronic check,Yes,Telecom
TEL_8979-CAMGB,Male,24.0,64.0,102.1,Electronic check,No,Telecom
TEL_4211-MMAZN,Male,23.0,1.0,20.25,Mailed check,Yes,Telecom
TEL_7581-EBBOU,Female,27.0,60.0,70.15,Credit card (automatic),No,Telecom
TEL_4274-OWWYO,Male,56.0,1.0,74.35,Electronic check,Yes,Telecom
TEL_5073-RZGBK,Female,20.0,50.0,80.05,Bank transfer (automatic),No,Telecom
TEL_1541-ETJZO,Male,26.0,1.0,62.05,Mailed check,Yes,Telecom
TEL_2192-CKRLV,Female,26.0,72.0,49.2,Electronic check,No,Telecom
TEL_3154-HMWUU,Male,65.0,60.0,20.5,Bank transfer (automatic),No,Telecom
TEL_6119-SPUDB,Male,58.0,46.0,38.25,Mailed check,No,Telecom
TEL_6522-OIQSX,Female,69.0,69.0,54.95,Credit card (automatic),No,Telecom
TEL_7813-ZGGAW,Male,52.0,31.0,96.6,Bank transfer (automatic),No,Telecom
TEL_8748-HFWBO,Male,68.0,19.0,19.9,Mailed check,No,Telecom
TEL_1052-QJIBV,Female,56.0,71.0,19.9,Credit card (automatic),No,Telecom
TEL_1319-YLZJG,Male,41.0,12.0,84.6,Electronic check,No,Telecom
TEL_4106-HADHQ,Male,64.0,39.0,80.0,Credit card (automatic),Yes,Telecom
TEL_0723-FDLAY,Male,60.0,44.0,85.25,Bank transfer (automatic),No,Telecom
TEL_3050-RLLXC,Female,31.0,56.0,81.25,Credit card (automatic),No,Telecom
TEL_9298-WGMRW,Female,60.0,72.0,115.5,Bank transfer (automatic),No,Telecom
TEL_2369-UAPKZ,Male,38.0,5.0,104.1,Mailed check,Yes,Telecom
TEL_3088-LHEFH,Female,28.0,11.0,79.0,Bank transfer (automatic),No,Telecom
TEL_2778-OCLGR,Male,41.0,24.0,39.1,Bank transfer (automatic),Yes,Telecom
TEL_6583-KQJLK,Female,29.0,15.0,94.65,Electronic check,No,Telecom
TEL_8544-JNBOX,Male,52.0,72.0,20.8,Mailed check,No,Telecom
TEL_6681-ZSEXG,Male,53.0,56.0,59.5,Credit card (automatic),No,Telecom
TEL_6139-ZZRBQ,Male,47.0,64.0,20.05,Bank transfer (automatic),No,Telecom
TEL_6116-RFVHN,Female,68.0,34.0,100.45,Electronic check,No,Telecom
TEL_0637-KVDLV,Male,28.0,2.0,76.5,Electronic check,Yes,Telecom
TEL_8884-FEEWR,Male,57.0,35.0,20.6,Bank transfer (automatic),No,Telecom
TEL_3125-RAHBV,Male,22.0,22.0,20.3,Credit card (automatic),No,Telecom
TEL_6633-MPWBS,Male,44.0,5.0,49.2,Electronic check,Yes,Telecom
TEL_0373-AIVNJ,Male,55.0,9.0,39.55,Mailed check,No,Telecom
TEL_8785-EPNCG,Male,61.0,11.0,23.15,Credit card (automatic),Yes,Telecom
TEL_1682-VCOIO,Male,70.0,23.0,20.45,Mailed check,No,Telecom
TEL_5729-KLZAR,Female,67.0,4.0,80.85,Electronic check,Yes,Telecom
TEL_2072-ZVJJX,Male,33.0,68.0,25.25,Bank transfer (automatic),No,Telecom
TEL_8849-AYPTR,Male,23.0,33.0,91.25,Electronic check,No,Telecom
TEL_9518-IMLHK,Male,23.0,31.0,72.45,Bank transfer (automatic),No,Telecom
TEL_1582-RAFML,Male,45.0,1.0,60.1,Mailed check,Yes,Telecom
TEL_3646-ITDGM,Female,51.0,56.0,19.7,Bank transfer (automatic),No,Telecom
TEL_8740-CRYFY,Male,54.0,1.0,78.95,Electronic check,Yes,Telecom
TEL_3569-VLDHH,Male,53.0,66.0,75.1,Electronic check,No,Telecom
TEL_8224-KDLKN,Male,65.0,72.0,25.0,Bank transfer (automatic),No,Telecom
TEL_7594-LZNWR,Male,63.0,34.0,69.15,Credit card (automatic),No,Telecom
TEL_4001-TSBTV,Female,64.0,58.0,91.55,Electronic check,No,Telecom
TEL_2962-XPMCQ,Male,65.0,2.0,45.15,Electronic check,Yes,Telecom
TEL_8727-XDPUD,Male,36.0,37.0,35.8,Credit card (automatic),No,Telecom
TEL_1043-UXOVO,Female,31.0,71.0,113.15,Credit card (automatic),No,Telecom
TEL_1064-FBXNK,Male,38.0,1.0,19.85,Credit card (automatic),No,Telecom
TEL_3996-ZNWYK,Male,41.0,71.0,19.8,Credit card (automatic),No,Telecom
TEL_2878-DHMIN,Male,27.0,35.0,19.9,Electronic check,No,Telecom
TEL_7762-ONLJY,Female,45.0,6.0,19.7,Mailed check,No,Telecom
TEL_1678-FYZOW,Female,51.0,3.0,79.4,Electronic check,Yes,Telecom
TEL_5795-BKOYE,Female,56.0,69.0,59.1,Bank transfer (automatic),No,Telecom
TEL_8627-EHGIP,Male,39.0,44.0,53.95,Mailed check,Yes,Telecom
TEL_7402-PWYJJ,Female,49.0,53.0,91.15,Electronic check,No,Telecom
TEL_5480-TBGPH,Female,60.0,24.0,99.3,Credit card (automatic),Yes,Telecom
TEL_0018-NYROU,Female,59.0,5.0,68.95,Electronic check,No,Telecom
TEL_7501-VTYLJ,Female,42.0,2.0,51.55,Mailed check,No,Telecom
TEL_7608-RGIRO,Male,56.0,62.0,24.4,Mailed check,No,Telecom
TEL_0480-BIXDE,Female,59.0,19.0,96.8,Electronic check,No,Telecom
TEL_5895-QSXOD,Male,22.0,9.0,70.05,Mailed check,No,Telecom
TEL_9814-AOUDH,Male,67.0,53.0,19.5,Credit card (automatic),No,Telecom
TEL_6175-IRFIT,Male,57.0,5.0,78.75,Mailed check,No,Telecom
TEL_8760-ZRHKE,Female,56.0,71.0,69.2,Electronic check,No,Telecom
TEL_1622-HSHSF,Female,44.0,1.0,19.55,Mailed check,No,Telecom
TEL_8854-CCVSQ,Male,30.0,18.0,80.65,Electronic check,Yes,Telecom
TEL_6749-UTDVX,Male,27.0,72.0,103.65,Electronic check,No,Telecom
TEL_5542-DHSXL,Female,58.0,4.0,54.7,Mailed check,No,Telecom
TEL_9102-OXKFY,Male,57.0,59.0,54.15,Credit card (automatic),No,Telecom
TEL_0511-JTEOY,Female,42.0,1.0,71.1,Mailed check,Yes,Telecom
TEL_5216-WASFJ,Female,68.0,31.0,84.85,Electronic check,No,Telecom
TEL_7808-DVWEP,Male,61.0,3.0,20.0,Bank transfer (automatic),No,Telecom
TEL_7067-KSAZT,Female,38.0,65.0,106.25,Electronic check,Yes,Telecom
TEL_2284-VFLKH,Male,51.0,49.0,99.25,Credit card (automatic),No,Telecom
TEL_0366-NQSHS,Male,68.0,2.0,19.35,Mailed check,No,Telecom
TEL_6532-YLWSI,Female,65.0,53.0,20.8,Bank transfer (automatic),Yes,Telecom
TEL_3807-BPOMJ,Female,64.0,55.0,94.75,Electronic check,No,Telecom
TEL_3892-NXAZG,Male,44.0,72.0,114.05,Credit card (automatic),No,Telecom
TEL_4948-WBBKL,Female,46.0,36.0,74.9,Bank transfer (automatic),No,Telecom
TEL_4182-BGSIQ,Female,47.0,10.0,19.8,Bank transfer (automatic),No,Telecom
TEL_9300-AGZNL,Male,26.0,1.0,94.0,Electronic check,Yes,Telecom
TEL_0988-AADSA,Female,49.0,72.0,80.85,Bank transfer (automatic),No,Telecom
TEL_9972-NKTFD,Female,51.0,28.0,54.65,Bank transfer (automatic),No,Telecom
TEL_3717-LNXKW,Male,61.0,38.0,91.7,Bank transfer (automatic),No,Telecom
TEL_5734-EJKXG,Female,43.0,61.0,118.6,Electronic check,No,Telecom
TEL_2207-RYYRL,Male,55.0,52.0,24.55,Mailed check,No,Telecom
TEL_6729-FZWSY,Male,26.0,67.0,19.45,Mailed check,No,Telecom
TEL_9695-IDRZR,Female,64.0,34.0,116.15,Credit card (automatic),No,Telecom
TEL_8144-DGHXP,Female,60.0,54.0,80.6,Electronic check,No,Telecom
TEL_7814-LEEVE,Female,65.0,1.0,20.3,Bank transfer (automatic),No,Telecom
TEL_1112-CUNAO,Female,43.0,15.0,89.85,Electronic check,Yes,Telecom
TEL_5175-AOBHI,Female,26.0,4.0,46.0,Mailed check,Yes,Telecom
TEL_5174-RNGBH,Female,43.0,9.0,66.25,Mailed check,Yes,Telecom
TEL_8631-WUXGY,Female,68.0,46.0,99.8,Electronic check,No,Telecom
TEL_7270-BDIOA,Female,20.0,22.0,90.0,Electronic check,Yes,Telecom
TEL_9565-JSNFM,Male,58.0,38.0,70.45,Bank transfer (automatic),Yes,Telecom
TEL_5906-DVAPM,Female,66.0,55.0,75.0,Credit card (automatic),No,Telecom
TEL_6654-QGBZZ,Female,61.0,1.0,19.9,Mailed check,No,Telecom
TEL_8348-JLBUG,Male,57.0,64.0,80.3,Credit card (automatic),No,Telecom
TEL_0607-DAAHE,Male,22.0,53.0,19.75,Bank transfer (automatic),Yes,Telecom
TEL_5641-DMBFJ,Female,27.0,58.0,84.3,Electronic check,No,Telecom
TEL_9200-NLNPD,Male,30.0,56.0,54.05,Bank transfer (automatic),No,Telecom
TEL_2664-XJZNO,Male,20.0,72.0,104.9,Credit card (automatic),No,Telecom
TEL_9732-KPKBW,Male,39.0,1.0,53.95,Electronic check,Yes,Telecom
TEL_3339-EAQNV,Male,34.0,72.0,97.25,Credit card (automatic),No,Telecom
TEL_0921-OHLVP,Male,65.0,22.0,83.05,Electronic check,No,Telecom
TEL_3389-YGYAI,Female,20.0,8.0,105.5,Electronic check,Yes,Telecom
TEL_9560-ARGQJ,Female,67.0,16.0,81.0,Electronic check,Yes,Telecom
TEL_8350-NYMVI,Female,23.0,39.0,41.1,Bank transfer (automatic),No,Telecom
TEL_1600-DILPE,Female,22.0,12.0,45.0,Bank transfer (automatic),No,Telecom
TEL_0536-ESJEP,Male,47.0,54.0,74.55,Bank transfer (automatic),No,Telecom
TEL_4654-GGUII,Female,32.0,18.0,40.2,Mailed check,No,Telecom
TEL_6478-HRRCZ,Male,55.0,32.0,70.5,Mailed check,No,Telecom
TEL_8510-BBWMU,Female,24.0,41.0,19.75,Mailed check,No,Telecom
TEL_6857-TKDJV,Male,22.0,67.0,24.65,Bank transfer (automatic),No,Telecom
TEL_2360-RDGRO,Male,23.0,65.0,104.25,Electronic check,No,Telecom
TEL_0584-BJQGZ,Female,59.0,25.0,78.35,Bank transfer (automatic),No,Telecom
TEL_5134-IKDAY,Female,47.0,1.0,69.8,Electronic check,Yes,Telecom
TEL_1360-XFJMR,Female,32.0,67.0,109.7,Credit card (automatic),No,Telecom
TEL_3070-DVEYC,Male,68.0,7.0,73.75,Mailed check,Yes,Telecom
TEL_5730-RIITO,Female,41.0,43.0,33.45,Credit card (automatic),No,Telecom
TEL_9058-MJLZC,Female,65.0,24.0,94.6,Electronic check,No,Telecom
TEL_5707-ORNDZ,Male,34.0,9.0,54.55,Electronic check,Yes,Telecom
TEL_0902-XKXPN,Male,39.0,69.0,20.2,Bank transfer (automatic),No,Telecom
TEL_5177-RVZNU,Female,25.0,37.0,20.3,Bank transfer (automatic),No,Telecom
TEL_0056-EPFBG,Male,27.0,20.0,39.4,Credit card (automatic),No,Telecom
TEL_8993-IZEUX,Male,36.0,7.0,69.15,Bank transfer (automatic),No,Telecom
TEL_8696-JKZNU,Female,50.0,37.0,76.25,Electronic check,Yes,Telecom
TEL_5380-AFSSK,Female,39.0,5.0,93.9,Mailed check,Yes,Telecom
TEL_8190-ZTQFB,Male,28.0,41.0,51.35,Electronic check,No,Telecom
TEL_0931-MHTEM,Female,23.0,54.0,100.05,Credit card (automatic),No,Telecom
TEL_2055-PDADH,Female,45.0,3.0,70.4,Electronic check,Yes,Telecom
TEL_7515-LODFU,Male,54.0,69.0,20.3,Credit card (automatic),No,Telecom
TEL_0440-UEDAI,Female,46.0,53.0,94.45,Credit card (automatic),No,Telecom
TEL_1337-BOZWO,Male,55.0,18.0,46.4,Credit card (automatic),No,Telecom
TEL_0868-VJRDR,Male,54.0,64.0,104.05,Credit card (automatic),No,Telecom
TEL_8714-EUHJO,Female,65.0,31.0,91.15,Electronic check,Yes,Telecom
TEL_6344-SFJVH,Female,64.0,20.0,24.9,Credit card (automatic),No,Telecom
TEL_3950-VPYJB,Male,65.0,57.0,59.6,Mailed check,No,Telecom
TEL_8041-TMEID,Male,33.0,63.0,108.5,Credit card (automatic),No,Telecom
TEL_7321-ZNSLA,Male,57.0,13.0,40.55,Mailed check,No,Telecom
TEL_6941-KXRRV,Female,56.0,48.0,58.95,Bank transfer (automatic),No,Telecom
TEL_3721-CNEYS,Female,28.0,2.0,70.95,Electronic check,Yes,Telecom
TEL_8727-JQFHV,Male,44.0,57.0,20.75,Mailed check,No,Telecom
TEL_9475-NNDGC,Male,69.0,71.0,113.15,Bank transfer (automatic),No,Telecom
TEL_1355-KUSBG,Female,26.0,7.0,48.8,Electronic check,No,Telecom
TEL_3688-FTHLT,Female,47.0,16.0,63.05,Bank transfer (automatic),No,Telecom
TEL_0899-LIIBW,Male,40.0,34.0,100.85,Electronic check,No,Telecom
TEL_2568-OIADY,Female,67.0,37.0,99.5,Electronic check,Yes,Telecom
TEL_1384-RCUXW,Male,48.0,16.0,80.55,Mailed check,No,Telecom
TEL_5825-XJOCM,Male,46.0,48.0,64.4,Bank transfer (automatic),No,Telecom
TEL_6848-YLDFR,Male,60.0,58.0,75.2,Credit card (automatic),No,Telecom
TEL_8125-QPFJD,Female,36.0,72.0,84.9,Bank transfer (automatic),No,Telecom
TEL_2320-YKQBO,Female,24.0,7.0,19.3,Mailed check,No,Telecom
TEL_1193-RTSLK,Female,36.0,38.0,83.9,Credit card (automatic),Yes,Telecom
TEL_2302-ANTDP,Female,35.0,48.0,117.45,Electronic check,Yes,Telecom
TEL_5923-GXUOC,Male,64.0,10.0,104.4,Electronic check,Yes,Telecom
TEL_4973-RLZVI,Female,45.0,30.0,74.65,Credit card (automatic),No,Telecom
TEL_7869-ZYDST,Male,36.0,31.0,59.05,Credit card (automatic),No,Telecom
TEL_4501-UYKBC,Female,26.0,46.0,69.1,Credit card (automatic),No,Telecom
TEL_1215-EXRMO,Male,56.0,50.0,20.55,Mailed check,No,Telecom
TEL_2305-MRGLV,Male,31.0,28.0,76.55,Bank transfer (automatic),No,Telecom
TEL_8404-VIOMB,Female,62.0,66.0,62.5,Bank transfer (automatic),No,Telecom
TEL_5233-GEEAX,Male,42.0,8.0,29.4,Electronic check,Yes,Telecom
TEL_2359-KLTEK,Female,35.0,41.0,94.9,Bank transfer (automatic),No,Telecom
TEL_5304-EFJLP,Male,56.0,72.0,111.65,Bank transfer (automatic),No,Telecom
TEL_2673-ZALNP,Female,55.0,7.0,19.9,Mailed check,No,Telecom
TEL_9184-GALIL,Female,39.0,38.0,20.45,Mailed check,No,Telecom
TEL_4393-RYCRE,Male,34.0,44.0,106.05,Electronic check,No,Telecom
TEL_9746-MDMBK,Male,66.0,47.0,113.45,Bank transfer (automatic),No,Telecom
TEL_3162-ZJZFU,Male,57.0,53.0,92.55,Electronic check,No,Telecom
TEL_8404-GFGCZ,Male,57.0,4.0,65.6,Electronic check,No,Telecom
TEL_8875-AKBYH,Male,58.0,20.0,84.35,Electronic check,No,Telecom
TEL_4432-ADRLB,Male,44.0,2.0,44.65,Mailed check,Yes,Telecom
TEL_0533-UCAAU,Male,48.0,57.0,71.1,Credit card (automatic),No,Telecom
TEL_1394-SUIUH,Female,45.0,44.0,85.15,Electronic check,No,Telecom
TEL_3521-MNKLV,Male,48.0,24.0,49.7,Mailed check,No,Telecom
TEL_2533-TIBIX,Male,58.0,15.0,30.2,Bank transfer (automatic),No,Telecom
TEL_8993-PHFWD,Female,27.0,3.0,25.25,Electronic check,Yes,Telecom
TEL_1565-RHDJD,Female,67.0,4.0,84.05,Bank transfer (automatic),Yes,Telecom
TEL_7137-RYLPP,Male,37.0,37.0,85.7,Electronic check,Yes,Telecom
TEL_3765-JXVKY,Female,55.0,1.0,74.7,Electronic check,Yes,Telecom
TEL_5092-STPKP,Female,62.0,24.0,56.35,Credit card (automatic),No,Telecom
TEL_7330-WZLNC,Female,67.0,5.0,90.8,Electronic check,Yes,Telecom
TEL_0114-PEGZZ,Female,69.0,33.0,107.55,Electronic check,No,Telecom
TEL_3359-DSRKA,Female,30.0,58.0,19.85,Mailed check,No,Telecom
TEL_8639-NHQEI,Female,63.0,72.0,95.9,Bank transfer (automatic),No,Telecom
TEL_7161-DFHUF,Female,46.0,71.0,23.85,Mailed check,No,Telecom
TEL_3957-LXOLK,Female,23.0,28.0,106.15,Electronic check,Yes,Telecom
TEL_3720-DBRWL,Male,65.0,51.0,83.85,Credit card (automatic),No,Telecom
TEL_6635-MYYYZ,Female,21.0,30.0,85.35,Bank transfer (automatic),Yes,Telecom
TEL_8565-WUXZU,Male,21.0,72.0,84.8,Credit card (automatic),No,Telecom
TEL_5281-BUZGT,Male,24.0,36.0,90.85,Electronic check,Yes,Telecom
TEL_4994-OBRSZ,Male,64.0,14.0,76.1,Bank transfer (automatic),No,Telecom
TEL_0562-FGDCR,Female,42.0,72.0,74.55,Mailed check,No,Telecom
